source,target,prediction,exact_match,source_length,target_length,source_length_bucket,target_length_bucket,candidate_rank
يآذِخ,y2aakhiz,y2aakhiz,True,5,8,0-9,0-9,3
طَقْطَقَة,taqtaqa,taqtaqa,True,9,7,0-9,0-9,2
بِع,ba33,bu33,False,3,4,0-9,0-9,5
تْدِرْكِم,2iddartsham,2iddartsham,True,9,11,0-9,10-19,3
يِنِقْتِل,yinqatal,yinqitil,False,9,8,0-9,0-9,5
تَوَضَّى,twadda,twadda,True,8,6,0-9,0-9,3
نُصْرَانِيِّة,nasraaniyye,nasraaniyye,True,13,11,10-19,10-19,4
مْدَاوِر,mdaawir,mdaawir,True,8,7,0-9,0-9,1
حَمِش,7imish,7ammash,False,5,6,0-9,0-9,4
فَعَّص,fa3as,fa33as,False,6,5,0-9,0-9,2
يِتْشَخَّط,yitshakhkhat,yitshakhkhat,True,10,12,10-19,10-19,1
طَقَّش,taq2ash,taqq22ash,False,6,7,0-9,0-9,1
تْبَيَّن,tbayyan,tbayyan,True,8,7,0-9,0-9,1
اِمْرَأَة,2imra2a,2imra2a,True,9,7,0-9,0-9,1
اِنْهَضَم,2inhidim,2inhadam,False,9,8,0-9,0-9,4
عَفَشَيكَا,3afshiika,3afshiika,True,10,9,10-19,0-9,5
اِنْفَصَم,2infasam,2infisim,False,9,8,0-9,0-9,4
أُسَد,2asad,2asad,True,5,5,0-9,0-9,5
مُهْفِت,mhaffat,mhaffat,True,7,7,0-9,0-9,3
كَلْهِس,kalhas,kalhis,False,7,6,0-9,0-9,4
اِنْدَلِق,2indaliq,2indalaq,False,9,8,0-9,0-9,5
تَنَطُّط,tnattat,tnattat,True,8,7,0-9,0-9,2
يِنْتِوِش,ynatwish,yintiwish,False,9,8,0-9,0-9,1
قَاوِل,qaawal,qaawal,True,6,6,0-9,0-9,1
اِتْشَطْمَط,2itshamtat,2itshamtat,True,11,10,10-19,10-19,5
حَقِّيقَة,7aqiiqa,7aqiiqa,True,9,7,0-9,0-9,5
مَلْيِس,mlayyas,mlayyas,True,7,7,0-9,0-9,5
فَاعَل,faa3il,faa3il,True,6,6,0-9,0-9,2
شَيْشِينِة,shishniyye,shishniyye,True,10,10,10-19,10-19,2
تْقِرْقِع,tqarqa3tkarka3,tqarqa3tkarka3,True,9,14,0-9,10-19,3
شِاطِئ,shaati2,shaati2,True,6,7,0-9,0-9,5
يتَعَرُّم,yit3arram,yit3arram,True,9,9,0-9,0-9,5
ينَقِّدَا,yinqaad,yinqaad,True,9,7,0-9,0-9,2
رَسْتَق,rastik2,rastak2,False,7,7,0-9,0-9,2
يِكَاغِي,ykaaghi,ykaaghi,True,8,7,0-9,0-9,3
سِعد الذَّابح,sa3ad 2idhdhaabi7,sa3ad 2idhdhaabi7,True,13,17,10-19,10-19,5
مُخَطِّئ,mikhti2,mikhti2,True,8,7,0-9,0-9,4
يِتْحَالَم,yit7aamal,yit7aamal,True,10,9,10-19,0-9,3
يِسْتَشِرّ,yistashriq,yistashirr,False,10,10,10-19,10-19,5
زَغْلَان,ghizlaan,ghuzlaan,False,8,8,0-9,0-9,3
يْجَاقِر,yjaaqkir,yjaaqkir,True,8,8,0-9,0-9,2
يجَسِّم,yjassim,yjassim,True,7,7,0-9,0-9,2
شَلْلِيِّة,shilaliyye,shalliyye,False,10,10,10-19,10-19,3
دِبِش,dabash,dabash,True,5,6,0-9,0-9,4
اِتْوَاقَى,2itwaaqa,2itwaaqa,True,10,8,10-19,0-9,1
يجَزِّئ,yjazzi2,yjazzi2,True,7,7,0-9,0-9,1
قِلْقَان,qalqaan,qalqaan,True,8,7,0-9,0-9,5
شَاري,shaari,shaari,True,5,6,0-9,0-9,2
نَسِم,nassim,nassim,True,5,6,0-9,0-9,5
بَوس,bawwas,bawwis,False,4,6,0-9,0-9,2
دَورِخَة,doorakhe,doorakhe,True,8,8,0-9,0-9,5
مْخَرْبِش,mkharbash,mkharbish,False,9,9,0-9,0-9,1
تَوكَل على اله,twakkal 3a2alla,twakkal 3a2alla,True,14,15,10-19,10-19,4
اِتَّعَاطَى,2it3aata,2it3aata,True,11,8,10-19,0-9,5
اِتْدَعَّل,2it3addal,2iddala3,False,10,9,10-19,0-9,4
دَمِس,dimis,damas,False,5,5,0-9,0-9,5
مَشْلَح,mshalla7,mshalla7,True,7,8,0-9,0-9,3
رَحْلِة,ri7le,ri7le,True,7,5,0-9,0-9,1
لَاحق ورَاك بعصَاية,laa7iq waraak b3asaaye,laa7iq waraak b3asaaye,True,19,22,10-19,20-29,1
لَعْبَك,la3bak,la3bik,False,7,6,0-9,0-9,2
شَطَّر,shatir,shatir,True,6,6,0-9,0-9,1
مِثِل القُجّة,mithil 2ilqudjdje,mithil 2ilqudjdje,True,13,17,10-19,10-19,5
خُدُر,khadar,khaddir,False,5,6,0-9,0-9,5
تُرْبِيِّة,tarbiye,tarbiye,True,10,7,10-19,0-9,2
حِلْبِة,7ilbe,7ilbe,True,7,5,0-9,0-9,4
رُؤَيَة,ru2ya,ru2ya,True,7,5,0-9,0-9,4
فُرْعِي,far3i,far3i,True,7,5,0-9,0-9,3
ينَكِّز,yunkuz,yinkuz,False,7,6,0-9,0-9,3
يمَدِّد,ymaddid,ymaddid,True,7,7,0-9,0-9,2
اِنقَزَع,2inqkaza3,2iniqkzi3,False,8,9,0-9,0-9,5
اِنْسَلِق,2insalaq,2insiliq,False,9,8,0-9,0-9,5
اِنَحَاش,2in7aash,2in7aash,True,8,8,0-9,0-9,5
قَرِّص,qarris,qarris,True,6,6,0-9,0-9,3
يعَمِّر,y3ammir,y3ammir,True,7,7,0-9,0-9,1
اِنْفَتَح منَاسِي,2infat7at manaafsi,2infat7at manaafsi,True,17,18,10-19,10-19,4
يتْسَرَّح,yitsarra7,yitsarra7,True,9,9,0-9,0-9,2
مِثِل البَزَّقَة,mitlil bazqa,mitil 2ilbazqa,False,16,12,10-19,10-19,5
اُحْزُق,2i7ziq,2i7ziq,True,7,6,0-9,0-9,3
مَهَّر,mahir,mahir,True,6,5,0-9,0-9,4
لَبِّك,labbak,labbik,False,6,6,0-9,0-9,2
خَشَم,khashim,khasham,False,5,7,0-9,0-9,1
بَرِد,barrad,barrad,True,5,6,0-9,0-9,4
خَوِّر,khawwar,khawwar,True,6,7,0-9,0-9,2
ينَبِّر,yunbur,yunbur,True,7,6,0-9,0-9,3
نِيك,neek,niik,False,4,4,0-9,0-9,2
يِحْرِق,yi7riq,y7arriq,False,7,6,0-9,0-9,4
مَشْفَر,mshaffar,mshaffir,False,7,8,0-9,0-9,5
نُقْرُس,nuqrus,nuqrus,True,7,6,0-9,0-9,5
مَرْكَز,mrakkiz,mrakkiz,True,7,7,0-9,0-9,2
نَادِّي,naadi,naadi,True,7,5,0-9,0-9,4
قَدِس,q2kuds,q2kuds,True,5,6,0-9,0-9,4
اِدْكُك,daakik,2idkak,False,7,6,0-9,0-9,3
اِتْشَنْغَف,2itshaghnaf,2itshaghnaf,True,11,11,10-19,10-19,3
عُرَاقِيل,3araaqiil,3araaqiil,True,9,9,0-9,0-9,5
آثَار جَانبِيِّة,2aasaar jaanibiyye,2aasaar jaanibiyye,True,16,18,10-19,10-19,2
دَاحَل,daa7il,daa7il,True,6,6,0-9,0-9,2
فُرْجِة,firje,farje,False,7,5,0-9,0-9,3
آدِمي,2aadami,2aadami,True,5,7,0-9,0-9,2
دَعْزَق,da3zaq,da3ziq,False,7,6,0-9,0-9,1
شِحَّاطَة,shu77aata,shu77aata,True,9,9,0-9,0-9,4
كِشِف حَسَبِي,kashaf 7asabi,kashaf 7asabi,True,13,13,10-19,10-19,5
اِفْطُر,2aftir,2iftar,False,7,6,0-9,0-9,5
تْنَتْوَر,tnatwar,tnatwar,True,9,7,0-9,0-9,1
دَرْدِك,dardak,dardak,True,7,6,0-9,0-9,4
يطَبّ,ytubb,ytubb,True,5,5,0-9,0-9,5
شُرَكَاء,shurakaa2,shurakaa2,True,8,9,0-9,0-9,1
جَمْقَة,madjqa,madjqa,True,7,6,0-9,0-9,2
يِمْضَغ,yumdugh,yumdugh,True,7,7,0-9,0-9,2
اِنْوَي,2inwi,2inwi,True,7,5,0-9,0-9,2
يهَذْرَم,hadhrim,yhadhrim,False,8,7,0-9,0-9,4
تْوَائَم,tawaa2im,twaa2am,False,8,8,0-9,0-9,4
غير مَرْغُوب فِيه,gheer marghuub fii,gheer marghuub fii,True,17,18,10-19,10-19,2
عَبِّر,3abir,3abbar,False,6,5,0-9,0-9,2
كَسُّوس,ksuus,ksuus,True,7,5,0-9,0-9,4
مْعَتِّم,m3attim,m3attim,True,8,7,0-9,0-9,1
تَسَرْسَب,tsarsab,tsarsab,True,9,7,0-9,0-9,5
سِحَارَة,sa77aara,sa77aara,True,8,8,0-9,0-9,5
يْفَسْفِس,yfasfis,yfasfis,True,9,7,0-9,0-9,4
مَجَارِيد,majaariid,majaariid,True,9,9,0-9,0-9,1
بْيَوتِن,beetuun,byuutin,False,8,7,0-9,0-9,4
كِيش,kayyash,kayyish,False,4,7,0-9,0-9,4
جُوَد,jawwid,jawwid,True,5,6,0-9,0-9,4
من أصركتله,mitnakkir la2aslo,min 2asritak,False,10,17,10-19,10-19,3
يِسْتَدْسِم,yistadsim,yistadsim,True,11,9,10-19,0-9,1
يلَوِّش,yluush,ylawwish,False,7,6,0-9,0-9,1
حَطُّوا عَصِدْرُه بَالطَّة,7attuu 3asidro balaata,7attu 3asidro balaata,False,26,22,20-29,20-29,3
فَيدَو,viidyoo,fyuud,False,6,7,0-9,0-9,3
إِجْرِة,2ijraa2,2ijre,False,7,7,0-9,0-9,4
قَطْوَسِة,qattuuse,qattuuse,True,9,8,0-9,0-9,4
اِسْتَغْرَب,2istaghrib,2istaghrab,False,11,10,10-19,10-19,2
ينَطْفِس,yintifis,yintifis,True,8,8,0-9,0-9,5
زَّاوَل,zaawil,zaawil,True,7,6,0-9,0-9,5
حَفِّن,7afan,7afan,True,6,5,0-9,0-9,2
قَبّ,qibb,qabb,False,4,4,0-9,0-9,1
تَوَصُّل,twassal,twassal,True,8,7,0-9,0-9,2
حَرَيش,7ariish,7ariish,True,6,7,0-9,0-9,5
هَبْرَجِة,habraje,habraje,True,9,7,0-9,0-9,2
يِسوَى,yiswa,yiswa,True,6,5,0-9,0-9,3
يِتْزَحْلَح,yitza7za7,yitza7za7,True,11,9,10-19,0-9,3
عُلُب,3allib,3allib,True,5,6,0-9,0-9,5
يِحْسِد,yi7sid,yi7sid,True,7,6,0-9,0-9,1
مُهْطَبِل,mhatbil,mhatbil,True,9,7,0-9,0-9,5
يِشْرِش,ysharshir,ysharrish,False,7,9,0-9,0-9,3
هَارُب,haarib,haarib,True,6,6,0-9,0-9,4
أَخَذ مَجْدُه,2akhad maddo,2akhad maddo,True,13,12,10-19,10-19,2
أُرْنَابِي,2araaniib,2araaniib,True,10,9,10-19,0-9,5
مُقْلِب,maqlab,maqlab,True,7,6,0-9,0-9,4
يْضَرِّط,ydarrit,yudrut,False,8,7,0-9,0-9,5
اِنِحْدِر,2in7adar,2in7adar,True,9,8,0-9,0-9,4
يِتْعَزَّز,yit3azzaz,yit3azzaz,True,10,9,10-19,0-9,1
موَاليو,mawaawiil,mawaali,False,7,9,0-9,0-9,5
بَرَقْوِق,barquuq,bar2uu2,False,9,7,0-9,0-9,5
رِصِد,rassad,rassid,False,5,6,0-9,0-9,5
يفَرِّق,yifruq,yifruq,True,7,6,0-9,0-9,1
شَرِّق,sharriq,sharriq,True,6,7,0-9,0-9,3
اِسْتَدْرِج,2istadrij,2istadraj,False,11,9,10-19,0-9,3
اِسْتَعْلَم,2ista3mal,2ista3lam,False,11,9,10-19,0-9,5
اِسْتِظْفَار,2istizraaf,2istizraaf,True,12,10,10-19,10-19,3
اِنْفَجَر,2infijir,2infijir,True,9,8,0-9,0-9,4
قُشْفَلِة,qkashfale,qkashfale,True,9,9,0-9,0-9,3
هَنْد,hind,hand,False,5,4,0-9,0-9,3
اِتْقِرْطِف,2itqartaf,2itqartaf,True,11,9,10-19,0-9,5
سَيَب,sayban,siib,False,5,6,0-9,0-9,5
خِرِف,kharrif,kharrif,True,5,7,0-9,0-9,4
ذبيحة القبر,dabii7it 2ildabir,dbii7it 2ilqabir,False,11,17,10-19,10-19,1
تْبَعْثَر,tba3tar,tba3tar,True,9,7,0-9,0-9,2
يِخْبِص,yukhbus,ykhabbis,False,7,7,0-9,0-9,3
بِرْنَامِج,barnaamaj,barnaamaj,True,10,9,10-19,0-9,5
ريَاضِي,riyaadi,rayaadi,False,7,7,0-9,0-9,5
هِل,hill,hill,True,3,4,0-9,0-9,5
تَشَعُّب,tsha33ab,tsha33ab,True,8,8,0-9,0-9,2
غَبْرَة,ghabara,ghabra,False,7,7,0-9,0-9,2
اِتوَظَّف,2itwazzaf,2itwazzaf,True,9,9,0-9,0-9,2
طُبُع,tabba3,tabbi3,False,5,6,0-9,0-9,5
يِتْسَلَّم,yitsallam,yitsallam,True,10,9,10-19,0-9,1
اُوفِي,2uufi,2uufi,True,6,5,0-9,0-9,1
عَانَو,3aawin,3aawan,False,6,6,0-9,0-9,5
جَرْجُوح,djardjuu7,djardjuu7,True,8,9,0-9,0-9,1
نُفْسَا,nafasa,nafsa,False,7,6,0-9,0-9,5
يِقْصِف عُمُر,yuqsuf 3umr,yuqsuf 3umr,True,13,11,10-19,10-19,4
اِقْتَل,2uqtul,2uqtul,True,7,6,0-9,0-9,5
غُرُز,gharaz,gharraz,False,5,6,0-9,0-9,4
عِفِن,3affan,3affin,False,5,6,0-9,0-9,4
عَفْكِش,3afkish,3afkish,True,7,7,0-9,0-9,4
مَلْخَل,mlakhlakh,mlakhlakh,True,7,9,0-9,0-9,3
أَخَفّ مِن رِيشْتَين عَلى جْمَل,2akhaff min riishteen 3ala jamal,2akhaff min riishteen 3ala jamal,True,31,32,30-39,30-39,2
يمَشِّط,ymashshit,ymashshit,True,7,9,0-9,0-9,2
يَادُوب طَازَا,yaa doob taaza,yaa doob taaza,True,14,14,10-19,10-19,3
حَرِّق,7ariq,7arriq,False,6,5,0-9,0-9,1
اِسْتَعْطِف,2ista3tif,2ista3tif,True,11,9,10-19,0-9,3
خَبَر,khabbar,khabbir,False,5,7,0-9,0-9,3
شَرْمَطَة,sharmata,sharmata,True,9,8,0-9,0-9,1
جُوَّانِب,jawaanib,jawaanib,True,9,8,0-9,0-9,3
مْنَفِّذ,mnaffiz,mnaffid,False,8,7,0-9,0-9,1
كَئِنّ,ka2inn,ka2inn,True,6,6,0-9,0-9,1
يِتْقَرَّش,yitqashshar,yitrashshaq,False,10,11,10-19,10-19,2
تْزَيَّن,tzayyan,tzayyan,True,8,7,0-9,0-9,1
مُدَافِن,madaafin,madaafin,True,8,8,0-9,0-9,4
يِلْمَع,ylammi3,yilma3,False,7,7,0-9,0-9,1
مْحَايِد,mu7aayid,ma7aayid,False,8,8,0-9,0-9,5
يِتْعَرْقَص,yit3arqas,yit3arqas,True,11,9,10-19,0-9,2
جَهَّاز,jhaaz,jhaaz,True,7,5,0-9,0-9,4
زُهْرَة,zahra,zahra,True,7,5,0-9,0-9,2
صَوَم,suum,sawwam,False,5,4,0-9,0-9,5
يْقَرْوِص,yqarwis,yqarwis,True,9,7,0-9,0-9,3
يَبِّق,ybuqq,ybuqq,True,6,5,0-9,0-9,5
يِتَلَفُّظ,yitlaffaz,yitlaffaz,True,10,9,10-19,0-9,4
خِلَايِل,khalaayil,khalaayil,True,8,9,0-9,0-9,3
دَرَّاس,draas,draas,True,7,5,0-9,0-9,2
جَشِّع,jasha3,jasha3,True,6,6,0-9,0-9,2
لَئِّيم,la2iim,la2iim,True,7,6,0-9,0-9,3
هُكْبَان,hatshbaan,hatshbaan,True,8,9,0-9,0-9,2
هَنَّى,hanna,hanna,True,6,5,0-9,0-9,2
دَحْدَر,da7dir,da7dar,False,7,6,0-9,0-9,2
نِفّ,naff,niff,False,4,4,0-9,0-9,1
جَوَاد,jawaad,jawaad,True,6,6,0-9,0-9,2
يِشْيَط,yshaytin,yshayyit,False,7,8,0-9,0-9,3
يدَومَح,ydoomi7,ydoomi7,True,7,7,0-9,0-9,2
يِتْكَنْفَش,yitkanfash,yitkanfash,True,11,10,10-19,10-19,1
اِتْطَقَّع,2itqatta3,2itqatta3,True,10,9,10-19,0-9,4
سَيْوَل,syuul,syuul,True,7,5,0-9,0-9,5
مُشْفِر,mshaffar,mshaffir,False,7,8,0-9,0-9,3
تْزَنْطَر,tzantar,tzantar,True,9,7,0-9,0-9,2
عُطَايَا,3ataaya,3ataaya,True,8,7,0-9,0-9,5
أَنْتَخ,2antakh,2antakh,True,7,7,0-9,0-9,2
دَقْلَج,daqladj,daqladj,True,7,7,0-9,0-9,4
حُصْرُمِة,7usrume,7usrume,True,9,7,0-9,0-9,1
اِنْغِرِم,2ingharam,2ingharam,True,9,9,0-9,0-9,4
يشَنِّق,yshanniq,yishnuq,False,7,8,0-9,0-9,1
جَاب وَحَط,jaab wu7att,jaab wu7att,True,10,11,10-19,10-19,4
مْجَلْبطِط,mjalbit,mjalbit,True,10,7,10-19,0-9,5
مْبَطْرَخ,mbatrikh,mbatrikh,True,9,8,0-9,0-9,2
رَاقَب,raaqab,raaqib,False,6,6,0-9,0-9,3
غُبْغُب,ghabghab,ghabghib,False,7,8,0-9,0-9,3
معبديتهَا العجل,m3abdiitha 2il3ijil,m3abdiitha 2il3ijil,True,15,19,10-19,10-19,1
اِشْتَغَل مِية شَغْلِة مِثِل حْلَاقُرْعَة القِن,2ishtaghal miit shaghle mitil 7laaqit 2ilqur3aan,2ishtaghal miit shaghle 3ale 7laqil 2ilqille man karumaqitha,False,47,48,40-49,40-49,3
قَجَّج,qudjadj,qadjdjidj,False,6,7,0-9,0-9,1
تِكْتِم,tkattam,tkattam,True,7,7,0-9,0-9,5
فَظِّع,fazzi3,fazzi3,True,6,6,0-9,0-9,1
يهَجِّن,yhajjin,yhajjin,True,7,7,0-9,0-9,1
كِسْرِة كِلْم,kasar kilmit,kasrit kilmit,False,13,12,10-19,10-19,5
يحَدِّف,yi7dif,yi7dif,True,7,6,0-9,0-9,3
مَحَاوِل,m7aawil,m7aawil,True,8,7,0-9,0-9,1
فُسْفُس,fasfas,fasfis,False,7,6,0-9,0-9,4
اِتَشْوَح,2itsha7wad,2itshawwa7,False,9,10,0-9,10-19,4
يِجْحَر,yij7ar,yij7ar,True,7,6,0-9,0-9,4
لِصّ,liss,liss,True,4,4,0-9,0-9,3
رِيَالِة,ryaale,ryaale,True,8,6,0-9,0-9,2
ذَائِب شربيِّة,zi2aab bashariyye,zi2aab bashariyye,True,14,17,10-19,10-19,4
يِكِب,ykibb,ykibb,True,5,5,0-9,0-9,5
خَالي,khaali,khaali,True,5,6,0-9,0-9,3
مَبْحِب,mba7ba7,mba7ba7,True,7,7,0-9,0-9,5
يِتْهَجَّز,yitjahhaz,yitjahhaz,True,10,9,10-19,0-9,4
اُزُون,2uuzin,2uuzin,True,6,6,0-9,0-9,5
يتْشَجَّع,yitshajja3,yitshajja3,True,9,10,0-9,10-19,2
كَعِّك,ka33ik,ka33ik,True,6,6,0-9,0-9,2
يِحْسِح,y7as7is,y7assi7,False,7,7,0-9,0-9,3
اِسْتِعْضَار,2isti3raad,2isti3raad,True,12,10,10-19,10-19,5
حَوَانِيب,7awaabiin,7awaaniib,False,9,9,0-9,0-9,5
مِيَال,mayyaal,mayyaal,True,6,7,0-9,0-9,3
طِرَادِة,tarraade,tarraade,True,8,8,0-9,0-9,5
سَيَط,sayyit,sayyat,False,5,6,0-9,0-9,5
هِنْدِم,handam,handam,True,7,6,0-9,0-9,5
سَاقّ,saaq,saaq,True,5,4,0-9,0-9,2
اُؤْجُر,2u2jar,2u2jar,True,7,6,0-9,0-9,4
يِنْوِضِع,yinwidi3,yinwidi3,True,9,8,0-9,0-9,1
إِبِن طَبَّال زَمَّار,2ibin 2ittabbaal zammaar,2ibin 2ittabbaal zammaar,True,21,24,20-29,20-29,2
يِنْعِكِش,yna3kish,yna3kish,True,9,8,0-9,0-9,1
يِتْطَمَّع,yitta33am,yitta33am,True,10,9,10-19,0-9,3
فَاضِي,faayid,faadi,False,6,6,0-9,0-9,3
بَلّ,bill,ball,False,4,4,0-9,0-9,1
اِتَجَخْرَق,2itdjakhraqk,2itdjakhraqk,True,11,12,10-19,10-19,4
غِدْوِة,ghadwe,ghadwe,True,7,6,0-9,0-9,3
اِرْتَفَع,2irtifi3,2irtafa3,False,9,8,0-9,0-9,1
مَلَاقِط,malaaqit,malaaqit,True,8,8,0-9,0-9,1
اِنْلِدِع,2inlidi3,2inlada3,False,9,8,0-9,0-9,1
مْجَنَّد,mjannad,mjannad,True,8,7,0-9,0-9,1
سُرْسَرِي,sarsari,sarsari,True,9,7,0-9,0-9,4
سْوَلَّف,soolaf,soolif,False,8,6,0-9,0-9,5
مَالَك,maalik,maalik,True,6,6,0-9,0-9,2
يُطْقُش,yitq2ash,ytaqq22ish,False,7,8,0-9,0-9,2
تْسَلْيَك,tasliik,tasliik,True,9,7,0-9,0-9,5
كَّاسِر,kaasar,kaasir,False,7,6,0-9,0-9,5
زَرِيبِة,zriibe,zriibe,True,8,6,0-9,0-9,2
مُوسِوس,mwaswas,mwaswas,True,7,7,0-9,0-9,4
سَحِق,sa7aq,sa7aq,True,5,5,0-9,0-9,5
يِكْعَى,yik3a,yik3a,True,7,5,0-9,0-9,2
تَضَبُّب,2iddabbab,2iddabbab,True,8,9,0-9,0-9,2
أَنْتِخ,2antakh,2antikh,False,7,7,0-9,0-9,3
ضحكة عَنْزِة عب الخمسب,di7kit 3anze 3abaab maslakh,di7kit 3anze 3abaab maslakh,True,22,27,20-29,20-29,2
حِلّ عَنِّي,7ill 3anni,7ill 3anni,True,11,10,10-19,10-19,2
مَطَّر,mattar,mattar,True,6,6,0-9,0-9,1
رَسِل,rusul,rassil,False,5,5,0-9,0-9,5
نَدَف,nadif,naddif,False,5,5,0-9,0-9,1
اِنْسَطِم,2insatam,2insatam,True,9,8,0-9,0-9,5
مْقَرْوِنِة,maqruune,maqruune,True,11,8,10-19,0-9,3
يِزْبِل,yizbil,yzabbil,False,7,6,0-9,0-9,3
فَقِّيد,faqiid,faqiid,True,7,6,0-9,0-9,5
اِتَعَاوَن,2it3aawan,2it3aawan,True,10,9,10-19,0-9,4
رَادُف,raadaf,raadif,False,6,6,0-9,0-9,4
صَرِّص,sirs,sarris,False,6,4,0-9,0-9,2
اِنْبَنِّي,2inbini,2inbini,True,10,7,10-19,0-9,3
قَعْفَور,qa3fuur,qa3fuur,True,8,7,0-9,0-9,4
ينَقْلِع,yinqili3,yinqili3,True,8,8,0-9,0-9,5
جَزِّم,jazam,jazam,True,6,5,0-9,0-9,1
عُمَّيل,3amiil,3amiil,True,7,6,0-9,0-9,2
تَبِّن,tibin,tabbin,False,6,5,0-9,0-9,1
اُخْبُز,2ikhbiz,2ikhbiz,True,7,7,0-9,0-9,3
تُحْتُم,t7attam,t7attam,True,7,7,0-9,0-9,5
اِتْعَرْقَص,2it3arqas,2it3arqas,True,11,9,10-19,0-9,1
يِسْتَدْوِر,yistawrid,yistawrid,True,11,9,10-19,0-9,3
أَسَّر,2asarr,2asarr,True,6,6,0-9,0-9,5
يشَرِّب,yishrab,ysharrib,False,7,7,0-9,0-9,1
اِمْرَص,2umrus,2umrus,True,7,6,0-9,0-9,4
اِلْزَق,2ilzaq,2ilzaq,True,7,6,0-9,0-9,3
صَار لهَا بيت وَابريق زِيت,saarilha beet wu2ibriiq zeet,saarilha beet wu2ibriiq zeet,True,26,28,20-29,20-29,1
يِصْمَدّ,yusmud,yismud,False,8,6,0-9,0-9,5
عَرْكَس,3arkas,3arkis,False,7,6,0-9,0-9,2
يِنْمَزِج,yinmizij,yinmizij,True,9,8,0-9,0-9,5
اُقْرُق,2uqruq,2uqruq,True,7,6,0-9,0-9,1
نَمِيمِة,namiime,namiime,True,8,7,0-9,0-9,1
اِبْرَدّ,2ibrad,2ibrad,True,8,6,0-9,0-9,5
بَلَطْلَون,baltaloon,baltaloon,True,10,9,10-19,0-9,2
يِنْطِزِع,yintizi3,yinitzi3,False,9,8,0-9,0-9,1
الله مَعْطِيه,2alla ma3tii,2alla ma3tii,True,13,12,10-19,10-19,1
لَقَّط,laqqat,laqqat,True,6,6,0-9,0-9,1
مَنُّوحَة,manuu7a,manuu7a,True,9,7,0-9,0-9,4
هَيَّنِي,hayni,hayni,True,8,5,0-9,0-9,5
تْلَغْمَط,tlaghmat,tlaghmat,True,9,8,0-9,0-9,2
يعطيك العَافية قد مَا مشت الجَاجة حَاجة,ya3tiik 2il3aafye qadd maa mashat 2iljaje 7aafye,ya3tiikil 3aafye qadd maa mashat 2ilje 7aaafye,False,39,48,30-39,40-49,5
جَلْغَم,djalgham,djalghim,False,7,8,0-9,0-9,1
يكَشْكِش,ykashkish,yshakshik,False,8,9,0-9,0-9,1
كُثِيف,kasiif,kasiif,True,6,6,0-9,0-9,5
إِكْرِهَا,2ikraah,2ikraah,True,9,7,0-9,0-9,2
يِحْتِج,yi7tajj,yi7tajj,True,7,7,0-9,0-9,3
عَشْرَين,3ishriin,3ishriin,True,8,8,0-9,0-9,2
يتْلَاشَى,yitlaasha,yitlaasha,True,9,9,0-9,0-9,2
اِنْسَجَم,2insijam,2insijim,False,9,8,0-9,0-9,2
يِنْصِرِف,yinsirif,yinsirif,True,9,8,0-9,0-9,1
مِسْتَفْيِع,mi2istayi3,mi2istayi3,True,11,10,10-19,10-19,2
لَغِّم,laghghim,laghghim,True,6,8,0-9,0-9,2
صِبَانِة,sabbaane,sabbaane,True,8,8,0-9,0-9,5
مْأَسَّلِة,mas2ale,ma2sile,False,10,7,10-19,0-9,2
طَنَاطْطِير,tanaatiir,tanaatiir,True,11,9,10-19,0-9,4
فَاتح ثمه مثل المَغْرَة,faati7 timmo mitil 2ilmaghaara,faati7 timmo mitil 2ilghara,False,23,30,20-29,30-39,3
طَرِيق,tariiq,tariiq,True,6,6,0-9,0-9,1
مَصْرِفْجِي,masrafji,masrafji,True,11,8,10-19,0-9,3
فَضْفَض,fadfid,fadfad,False,7,6,0-9,0-9,2
تْجِلْعِص,tdjal3as,tdjal3as,True,9,8,0-9,0-9,4
خْرَاب,kharraab,kharaab,False,6,8,0-9,0-9,3
عَنْبِة,3unbe,3unbe,True,7,5,0-9,0-9,5
يْؤَازِر,y2aazir,y2aazir,True,8,7,0-9,0-9,2
قَرِف,qaraf,qarrif,False,5,5,0-9,0-9,4
يِتْخَشَّط,yitshakhkhat,yitkhashshat,False,10,12,10-19,10-19,4
اِطْبَع,2itba3,2itba3,True,7,6,0-9,0-9,2
عمَاة القمَار,3amaat 2iliqmaar,3amaat 2iliqmaar,True,13,16,10-19,10-19,1
اِمْضِي,2imdi,2imdi,True,7,5,0-9,0-9,1
زُقُف,zaqqif,zaqqif,True,5,6,0-9,0-9,3
كَاشِف,kaashif,kaashif,True,6,7,0-9,0-9,1
اِنْخَلَق,2inkhalaq,2inkhiliq,False,9,9,0-9,0-9,4
طُرُد,tard,tarrad,False,5,4,0-9,0-9,5
لَبَى,labba,labba,True,5,5,0-9,0-9,1
بِنْت بْنُوت,bint bnuut,bint bnuut,True,12,10,10-19,10-19,1
مُجْزِز,mjazziz,mjazziz,True,7,7,0-9,0-9,2
يِتَعَرْقَل,yit3arqal,yit3arqal,True,11,9,10-19,0-9,2
تْحَرَّر,t7arrar,t7arrar,True,8,7,0-9,0-9,1
يِتْصَعْرَق,yit3arqas,yit3arqas,True,11,9,10-19,0-9,4
بتن بوكتبر,bittabin wu bitkarreb,bittabin wu bitkarrib,False,10,21,10-19,20-29,4
يِطْوِز,ytuuz,ytawwiz,False,7,5,0-9,0-9,3
