source,target,prediction,exact_match,source_length,target_length,source_length_bucket,target_length_bucket
yunzur,ينظر,ينظر,True,6,4,0-9,0-9
tnaffaz,تنفذ,تنفذ,True,7,4,0-9,0-9
furun,فرن,فرن,True,5,3,0-9,0-9
yilmis,يلمس,يلمس,True,6,4,0-9,0-9
2itwazzam,اتوزم,اتوزم,True,9,5,0-9,0-9
2irtizi,ارتزي,ارتزي,True,7,5,0-9,0-9
mas7uub min lsaano,مسحوب من لسانه,مسحوب مناسه,False,18,14,10-19,10-19
nuul,نول,نول,True,4,3,0-9,0-9
sarsari,سرسري,صرصري,False,7,5,0-9,0-9
2infiraad,انفراد,انفراد,True,9,6,0-9,0-9
2itqanna3,اتقنع,اتقنع,True,9,5,0-9,0-9
2istaradd,استرد,استرد,True,9,5,0-9,0-9
talbat ruu7o 2iljanne,طلبت روحه الجنة,طلبت روحه الجنة,True,21,15,20-29,10-19
7ummusaaye,حمصاية,حموصاية,False,10,6,10-19,0-9
zabaayin,زباين,زباين,True,8,5,0-9,0-9
banna,بنى,بنى,True,5,3,0-9,0-9
jaab wu7att,جاب وحط,جاب وحط,True,11,7,10-19,0-9
qarrit,قرط,قرط,True,6,3,0-9,0-9
faar,فار,فار,True,4,3,0-9,0-9
3afikra,عفكرة,عفكرة,True,7,5,0-9,0-9
dabaabiis,دبابيس,دبابيس,True,9,6,0-9,0-9
yinrajj,ينرج,ينرج,True,7,4,0-9,0-9
2itmalyat,اتمليط,اتمليط,True,9,6,0-9,0-9
2a3jab,أعجب,أعجب,True,6,4,0-9,0-9
yista7sin,يستحسن,يستحسن,True,9,6,0-9,0-9
mizmaar,مزمار,مزمار,True,7,5,0-9,0-9
lsaanak maa yijiish 3alsaani,لسانك مايجيش علساني,لسانك مكيع يلسان جين,False,28,19,20-29,10-19
bi7aar,بحار,بحار,True,6,4,0-9,0-9
yitwikis,يتوكس,يتوكس,True,8,5,0-9,0-9
2ukht rjaal,أخت رجال,أخطر جل,False,11,8,10-19,0-9
shayyil,شيل,شيل,True,7,3,0-9,0-9
tarrad,طرد,ترض,False,6,3,0-9,0-9
2inrasad,انرصد,انرصد,True,8,5,0-9,0-9
yitdja3mas,يتجعمص,يتجعمص,True,10,6,10-19,0-9
2istakhrij,استخرج,استخرج,True,10,6,10-19,0-9
y2antik,يأنتك,يأنتك,True,7,5,0-9,0-9
2istafdhi3,استفظع,استفظع,True,10,6,10-19,0-9
thattal,تهطل,تهطل,True,7,4,0-9,0-9
kashif,كشف,كشف,True,6,3,0-9,0-9
2a3sar,أعسر,أعصر,False,6,4,0-9,0-9
2ibin 2ilma7zuuza,ابن المحظوظة,ابن الحامز,False,17,12,10-19,10-19
yirba7,يربح,يربح,True,6,4,0-9,0-9
y2addi,يؤدي,يؤدي,True,6,4,0-9,0-9
baalak,بالك,بالك,True,6,4,0-9,0-9
2asiir,أسير,أسير,True,6,4,0-9,0-9
tnaghghas,تنغص,تنغص,True,9,4,0-9,0-9
djabashe,جبشة,جابشة,False,8,4,0-9,0-9
tuwash,طوش,طوش,True,6,3,0-9,0-9
wasiyye,وصية,وصية,True,7,4,0-9,0-9
hazza2,هزأ,هزأ,True,6,3,0-9,0-9
ydubb,يضب,يضب,True,5,3,0-9,0-9
tanaabiiz,طنابيز,تنابيز,False,9,6,0-9,0-9
khalak,خلق,خلق,True,6,3,0-9,0-9
2istidraar,استدرار,استدرار,True,10,7,10-19,0-9
2istalaz,استلذ,استلذ,True,8,5,0-9,0-9
mazat,مزط,مزط,True,5,3,0-9,0-9
yit7azwat,يتحزوط,يتحزوط,True,9,6,0-9,0-9
haajid,هاجد,هاجد,True,6,4,0-9,0-9
minshafe,منشفة,منشفة,True,8,5,0-9,0-9
yi3zil,يعزل,يعزل,True,6,4,0-9,0-9
2it7aasha,اتحاشى,اتحاشى,True,9,6,0-9,0-9
roo7a bala raj3a,روحة بلا رجعة,روحه بالعرجة,False,16,13,10-19,10-19
dabaayi2,دبايق,دبايئ,False,8,5,0-9,0-9
jabbal,جبل,جبل,True,6,3,0-9,0-9
ysanfir,يسنفر,يصنفر,False,7,5,0-9,0-9
t7awwaj,تحوج,تحوج,True,7,4,0-9,0-9
siigha,صيغة,سيغة,False,6,4,0-9,0-9
3ushub,عشب,عشب,True,6,3,0-9,0-9
2itjahhaz,اتجهز,اتجهز,True,9,5,0-9,0-9
jawwaf,جوف,جوف,True,6,3,0-9,0-9
3aniif,عنيف,عنيف,True,6,4,0-9,0-9
waa3i,واعي,واعي,True,5,4,0-9,0-9
farad,فرد,فرد,True,5,3,0-9,0-9
tja3las,تجعلص,تجعلص,True,7,5,0-9,0-9
ghudde,غدة,غدة,True,6,3,0-9,0-9
ykibb,يكب,يكب,True,5,3,0-9,0-9
faqa 2iddumale,فقى الدملة,فقاد الدمة,False,14,10,10-19,10-19
yaa daakhil been 2ilbasale wuqishritha maa ynuubak gheer rii7itha,يا داخل بين البصلة وقشرتها ماينوبك غير ريحتها,يا دخر باللللللحيا ميا وقرا صبة منايايا صيايايا بقرة وغرايرة,False,65,45,60-69,40-49
layyin,لين,لين,True,6,3,0-9,0-9
2itruk,اترك,اترك,True,6,4,0-9,0-9
nashshaf riiqi,نشف ريقي,نشف ريق,False,14,8,10-19,0-9
tghirbil,تغربل,تغربل,True,8,5,0-9,0-9
taffal,تفل,تفل,True,6,3,0-9,0-9
balal,بلل,بلل,True,5,3,0-9,0-9
yitshayyakh,يتشيخ,يتشيخ,True,11,5,10-19,0-9
ybawwish,يبوش,يبوش,True,8,4,0-9,0-9
yit7arram,يتحرم,يتحرم,True,9,5,0-9,0-9
hashsham,هشم,هشم,True,8,3,0-9,0-9
su2aal,سؤال,سؤال,True,6,4,0-9,0-9
yimtass,يمتص,يمتس,False,7,4,0-9,0-9
2abu mizraaqk,أبو مزراق,أبو مزرقة,False,13,9,10-19,0-9
jildo bi7ukko,جلده بيحكه,جلد بحكي,False,13,10,10-19,10-19
tjannan,تجنن,تجنن,True,7,4,0-9,0-9
burus,برص,برص,True,5,3,0-9,0-9
shidfaawi,شدفاوي,شدفاوي,True,9,6,0-9,0-9
tkhaazal,تخاذل,تخاذل,True,8,5,0-9,0-9
7ayaaya,حيايا,حياية,False,7,5,0-9,0-9
tmawwal,تمول,تمول,True,7,4,0-9,0-9
yi3ni,يعني,يعني,True,5,4,0-9,0-9
naqad,نقض,نقض,True,5,3,0-9,0-9
bi7ki labalad,بيحكي لبلد,بحكل بالضة,False,13,10,10-19,10-19
murii7,مريح,مريح,True,6,4,0-9,0-9
tashwiish,تشويش,تشويش,True,9,5,0-9,0-9
qafar,قفر,قفر,True,5,3,0-9,0-9
yitnazzam,يتنظم,يتنظم,True,9,5,0-9,0-9
saabuun 2iljali,صابون الجلي,سابون الجال,False,15,11,10-19,10-19
ni7if,نحف,نحف,True,5,3,0-9,0-9
2in3ikis,انعكس,انعكس,True,8,5,0-9,0-9
ghaawye,غاوية,غاوية,True,7,5,0-9,0-9
khilis,خلص,خلص,True,6,3,0-9,0-9
khala3,خلع,خلع,True,6,3,0-9,0-9
yba3qish,يبعقش,يبعقش,True,8,5,0-9,0-9
qalam rasaas,قلم رصاص,قلمارة سا,False,12,8,10-19,0-9
faatin,فاطن,فاتن,False,6,4,0-9,0-9
yit7assas,يتحسس,يتحسس,True,9,5,0-9,0-9
ytaftif,يطفطف,يطفطف,True,7,5,0-9,0-9
2issawa 3al3ada,السوا عالعدا,اسسسواع دع,False,15,12,10-19,10-19
ydibb,يدب,يضب,False,5,3,0-9,0-9
ytushsh,يطش,يطش,True,7,3,0-9,0-9
ba3deen,بعدين,بعدين,True,7,5,0-9,0-9
ta3ta3,تعتع,طعطع,False,6,4,0-9,0-9
raqa3,رقع,رقع,True,5,3,0-9,0-9
najjis,نجس,نجس,True,6,3,0-9,0-9
7alyaan,حليان,حليان,True,7,5,0-9,0-9
tarbas,تربس,تربص,False,6,4,0-9,0-9
kreek,كريك,كريك,True,5,4,0-9,0-9
tshaghnaf,تشغنف,تشغنف,True,9,5,0-9,0-9
yit3ammad,يتعمد,يتعمد,True,9,5,0-9,0-9
lata3,لطع,لطع,True,5,3,0-9,0-9
2iqk3ash,اقعش,اقعش,True,8,4,0-9,0-9
faram,فرم,فرم,True,5,3,0-9,0-9
shakhsan,شخصن,شخصن,True,8,4,0-9,0-9
yfallil,يفلل,يفلل,True,7,4,0-9,0-9
2izan,إذا,إذن,False,5,3,0-9,0-9
bannaq,بنق,بنق,True,6,3,0-9,0-9
2mqalqiz,مقلقز,مقلقز,True,8,5,0-9,0-9
2izhaq,ازهق,ازهق,True,6,4,0-9,0-9
yhanni,يهني,يهني,True,6,4,0-9,0-9
mu7bat,محبط,محبط,True,6,4,0-9,0-9
2ighwaa2,إغواء,اغوى,False,8,5,0-9,0-9
kaarizma,كاريزما,كارزمة,False,8,7,0-9,0-9
mightaas,مغطاس,مغتاس,False,8,5,0-9,0-9
2inkhizil,انخذل,انخزل,False,9,5,0-9,0-9
2inqirim,انقرم,انقرم,True,8,5,0-9,0-9
bakhkhaakh,بخاخ,بخة,False,10,4,10-19,0-9
mattar,متر,مطر,False,6,3,0-9,0-9
ka3aakil,كعاكل,كعاكل,True,8,5,0-9,0-9
laswa3,لسوع,لسوع,True,6,4,0-9,0-9
2isti3taaf,استعطاف,استعطاف,True,10,7,10-19,0-9
batno kbiir,بطنه كبير,بطن كبره,False,11,9,10-19,0-9
yfahhi,يفهي,يفهي,True,6,4,0-9,0-9
qattit,قتت,قطط,False,6,3,0-9,0-9
dalaayli,ضلايلي,دلايل,False,8,6,0-9,0-9
thammar,ثمر,تهمر,False,7,3,0-9,0-9
na77if,نحف,نحف,True,6,3,0-9,0-9
ylaghwis,يلغوص,يلغوص,True,8,5,0-9,0-9
khutta,خطة,خططة,False,6,3,0-9,0-9
2iir,إير,إير,True,4,3,0-9,0-9
2ilmalaafiz sa3id,الملافظ سعد,الملاف زاعصدي,False,17,11,10-19,10-19
harbaje,هربجة,هربجة,True,7,5,0-9,0-9
nahad,نهض,نهد,False,5,3,0-9,0-9
yjarris,يجرس,يجرس,True,7,4,0-9,0-9
tmadmad,تمضمض,تمضمض,True,7,5,0-9,0-9
2in7aram,انحرم,انحرم,True,8,5,0-9,0-9
2ighaathe,إغاثة,إغاثة,True,9,5,0-9,0-9
ydaaqish,يداقش,يداقش,True,8,5,0-9,0-9
mikyaal,مكيال,مكيال,True,7,5,0-9,0-9
7ambit,حنبط,حنبط,True,6,4,0-9,0-9
birwaaz,برواز,برواز,True,7,5,0-9,0-9
nataa2ij,نتائج,نتاجئ,False,8,5,0-9,0-9
faa2id,فائض,فائد,False,6,4,0-9,0-9
ghayyir,غير,غير,True,7,3,0-9,0-9
yitshaghnaf,يتشغنف,يتشغنف,True,11,6,10-19,0-9
dhubbeel,ذبيل,ذبيل,True,8,4,0-9,0-9
yka77it,يكحت,يكحت,True,7,4,0-9,0-9
yitra7,يطرح,يطرح,True,6,4,0-9,0-9
yighma,يغمى,يغمى,True,6,4,0-9,0-9
wakbar,وكبر,وكبر,True,6,4,0-9,0-9
mjarrab,مجرب,مجرب,True,7,4,0-9,0-9
yitmankar,يتمنكر,يتمنكر,True,9,6,0-9,0-9
ma2lase,مقلسة,مقلسة,True,7,5,0-9,0-9
been,بين,بين,True,4,3,0-9,0-9
fawaakhiir,فواخير,فواخير,True,10,6,10-19,0-9
ylazliz,يلظلظ,يلذلظ,False,7,5,0-9,0-9
2idhak,ادهك,ادهك,True,6,4,0-9,0-9
tshankhar,تشنخر,تشنخر,True,9,5,0-9,0-9
twassal,توصل,توصل,True,7,4,0-9,0-9
baa3it,باعث,باعط,False,6,4,0-9,0-9
7alab,حلب,حلب,True,5,3,0-9,0-9
yshaabit,يشابط,يشابط,True,8,5,0-9,0-9
mataariiq,مطاريق,مطاريق,True,9,6,0-9,0-9
2istafrad,استفرد,استفرد,True,9,6,0-9,0-9
flaa7a,فلاحة,فلاحة,True,6,5,0-9,0-9
far7a,فرحة,فرحة,True,5,4,0-9,0-9
maghsuub,مغصوب,مغصوب,True,8,5,0-9,0-9
2uzuunaat,أذونات,اوزنات,False,9,6,0-9,0-9
tqammat,تقمط,تقمط,True,7,4,0-9,0-9
m7awwid,محود,محود,True,7,4,0-9,0-9
wajad,وجد,وجد,True,5,3,0-9,0-9
siir,صير,سير,False,4,3,0-9,0-9
lu2ama,لؤمة,لؤامى,False,6,4,0-9,0-9
2isqi,اسقي,اسقي,True,5,4,0-9,0-9
mustakhlas,مستخلص,مستخلص,True,10,6,10-19,0-9
yithaddam,يتهدم,يتهضم,False,9,5,0-9,0-9
7awaajib,حواجب,حواجب,True,8,5,0-9,0-9
biddi 2ajiib qurmiito,بدي أجيب قرميته,بدي أجابير مي قبروم,False,21,15,20-29,10-19
miritzi,مرتزي,مرتزي,True,7,5,0-9,0-9
3itt,عت,عت,True,4,2,0-9,0-9
nassib,نصب,نصب,True,6,3,0-9,0-9
2itsalqat,اتسلقط,اتسلقط,True,9,6,0-9,0-9
roo7an,روحن,روحن,True,6,4,0-9,0-9
fanne 2ijdiide,فنة جديدة,فنة الجديدة,False,14,9,10-19,0-9
sajde,سجدة,سجدة,True,5,4,0-9,0-9
mitnaazil,متنازل,متنازل,True,9,6,0-9,0-9
khaanis,خانس,خانس,True,7,4,0-9,0-9
farraamit mluukhiyye,فرامة ملوخية,فرامة تمثلك هية,False,20,12,20-29,10-19
klaab,كلاب,كلاب,True,5,4,0-9,0-9
jadali,جدلي,جدالي,False,6,4,0-9,0-9
zahri,زهري,زهري,True,5,4,0-9,0-9
sal3uus,سلعوس,سلعوس,True,7,5,0-9,0-9
yhiim,يهيم,يهيم,True,5,4,0-9,0-9
ghayyan,غين,غين,True,7,3,0-9,0-9
7azaf,حذف,حذف,True,5,3,0-9,0-9
labeen,لبين,لبين,True,6,4,0-9,0-9
bala7a,بلحة,بلاحة,False,6,4,0-9,0-9
ybawwim,يبوم,يبوم,True,7,4,0-9,0-9
2akhyakh,أخيخ,أخيخ,True,8,4,0-9,0-9
yghubb,يغب,يغب,True,6,3,0-9,0-9
yitzarraq,يتزرق,يتزرق,True,9,5,0-9,0-9
ghabbash,غبش,غبش,True,8,3,0-9,0-9
yid3as,يدعس,يدعس,True,6,4,0-9,0-9
2ishadj,اصهج,اشج,False,7,4,0-9,0-9
mikhwil,مخول,مخول,True,7,4,0-9,0-9
yistaqirr,يستقر,يستقر,True,9,5,0-9,0-9
faqazfakas,فقز,فقزفس,False,10,3,10-19,0-9
qareed 2il3ishsh,قريد العش,قريد العش,True,16,9,10-19,0-9
kgaari7,قارح,قارح,True,7,4,0-9,0-9
2abriyaa2,أبرياء,أبرياء,True,9,6,0-9,0-9
ka2ann,كأن,كأن,True,6,3,0-9,0-9
mamzuu3,ممزوع,مممزوع,False,7,5,0-9,0-9
yirka3,يركع,يركع,True,6,4,0-9,0-9
har3iito,هرعيتو,هرعيطة,False,8,6,0-9,0-9
yuushim,يوشم,يوشم,True,7,4,0-9,0-9
kassir,كسر,كسر,True,6,3,0-9,0-9
2akhu 2ukhto,أخو أخته,أخو أخته,True,12,8,10-19,0-9
7saab bilbank,حساب بالبنك,حساب بلكن,False,13,11,10-19,10-19
2in7ani,انحني,انحني,True,7,5,0-9,0-9
2iddallal,اتدلل,تدلل,False,9,5,0-9,0-9
2asra3,أسرع,أسرع,True,6,4,0-9,0-9
rumm,رم,رم,True,4,2,0-9,0-9
tbarbadj,تبربج,تبربج,True,8,5,0-9,0-9
3arrid,عرد,عرض,False,6,3,0-9,0-9
yqattit,يقتت,يقتت,True,7,4,0-9,0-9
ja33ad,جعد,جعد,True,6,3,0-9,0-9
mbatrikh,مبطرخ,مبطرخ,True,8,5,0-9,0-9
2iktasa7,اكتسح,اكتسح,True,8,5,0-9,0-9
2ibin saa3to,ابن ساعته,ابن ساعته,True,12,9,10-19,0-9
yismut,يصمت,يسمط,False,6,4,0-9,0-9
yitfalfal,يتفلفل,يتفلفل,True,9,6,0-9,0-9
baat,بات,باط,False,4,3,0-9,0-9
qabil,قبل,قبل,True,5,3,0-9,0-9
2irsum,ارسم,ارسم,True,6,4,0-9,0-9
yitkhanfas,يتخنفس,يتخنفس,True,10,6,10-19,0-9
dibluumaasiyye,دبلوماسية,دبلوماسية,True,14,9,10-19,0-9
2itrattab,اترتب,اترطب,False,9,5,0-9,0-9
tghammas,تغمس,تغمس,True,8,4,0-9,0-9
2iswadd,اسود,اسود,True,7,4,0-9,0-9
yinsha3,ينشع,ينشع,True,7,4,0-9,0-9
yjassir,يجسر,يجسر,True,7,4,0-9,0-9
2itjad3an,اتجدعن,اتجدعن,True,9,6,0-9,0-9
ra22it,رقط,رقط,True,6,3,0-9,0-9
nuqrus,نقرس,نقرص,False,6,4,0-9,0-9
barraam,برام,برام,True,7,4,0-9,0-9
baqlaawi,بقلاوي,بقلاوي,True,8,6,0-9,0-9
ta3tiir,تعثير,تعتير,False,7,5,0-9,0-9
2addi,أدي,أدي,True,5,3,0-9,0-9
bittabin wu bitkarreb,بتبن و بتكرب,بتين بيت ورك بتربببببببببببببببببببببب,False,21,12,20-29,10-19
tullaab,طلاب,تلاب,False,7,4,0-9,0-9
yzunn,يظن,يزن,False,5,3,0-9,0-9
quushe,قوشة,قوشة,True,6,4,0-9,0-9
laa7iq,لاحق,لاحق,True,6,4,0-9,0-9
7ilis,حلس,حلس,True,5,3,0-9,0-9
matiin,متين,مطين,False,6,4,0-9,0-9
yinbaa3u bil3aza,ينباعوا بالعزا,ينباع لى بعزاز,False,16,14,10-19,10-19
daraayib,ضرايب,درايب,False,8,5,0-9,0-9
harradj,حرج,هرج,False,7,3,0-9,0-9
bahaaliil,بهاليل,بهاليل,True,9,6,0-9,0-9
2itbaa7as,اتباحث,اتباحث,True,9,6,0-9,0-9
yib3at,يبعث,يبعط,False,6,4,0-9,0-9
2inshilish,انشلش,انشلش,True,10,5,10-19,0-9
yghiith,يغيث,يغيث,True,7,4,0-9,0-9
sarra7,صرح,صرح,True,6,3,0-9,0-9
mi7tiqin,محتقن,محتقن,True,8,5,0-9,0-9
raffish,رفش,رفش,True,7,3,0-9,0-9
mabkhara,مبخرة,مبخرة,True,8,5,0-9,0-9
2ishqa7,اشقح,اشقح,True,7,4,0-9,0-9
